Hi.	嗨。
The method of psychiatric therapy originated by Sigmund Freud in which free association, dream interpretation, and analysis of resistance and transference are used to explore repressed or unconscious impulses, anxieties, and internal conflicts.	心理分析由西格蒙德·弗洛伊德创立的一套精神治疗的方法，用自由联系、对梦的阐释和对抵抗和移情的分析来研究被压抑或无意识的冲动、焦虑和内心冲突
And no sooner had Joan, his handsome, shallow-minded wife, the easy-going mother of his many children, heard of her exalted estate than her romantic soul began secretly to devise a brilliant and fitting alliance for her beautiful young daughter.	他的妻子琼是一个健壮、浅薄的女人，也是孩子们随和的母亲。当她一听说自己高贵的地位时，便立刻想入非非，暗自打算为她的年轻漂亮的女儿找一个显赫、门当户对的婆家。
A municipal borough of south-central England southwest of London. The capital of the Anglo-Saxon kingdom of Wessex, it was an important center of learning that attracted many religious scholars after the Norman Conquest(1066). Population, 32,100.	温彻斯特区英格兰中南部一自治区，位于伦敦西南。是盎格鲁－撒克逊时期西撒克斯王国的首府。在诺曼征服（1066年）以后，成为一个吸引了众多宗教学者的重要学术中心。人口32，100
Although the campaign plays down her role, she is the talent that test-drives the Governor's ideas, punches holes in his theories, comments on his speeches and often identifies the weak spots in his campaign operation and helps get them corrected.	虽然助选团故意贬低她的作用，可是她以她的长才试行州长的想法，挑剔他的理论，评论他的演讲，并且时常指出他竞选作业的弱点并予改正。
In scanning, the technique of using more than one vertical scan to reproduce a complete image. In television, 2:1 interlace is used, giving two vertical scans(fields) per frame; one field scans odd lines, and one field scans the even lines of the frame.	利用多次垂直扫描来重显一幅完整图象的扫描技术。电视中使用2：1的交错率，即每帧分两场，垂直扫描两次，一场扫描奇数行，另一场扫描偶数行。
Except in the sonnets and poems, Shakespeare's formal sense is disguised and does not threaten. No matter how wrong this idea might be, it does give the poet bobbing in Shakespeare's wake the momentary illusion that he might be waving instead of drowning.	除了14行诗和其他诗体之外，莎士比亚的形式感隐蔽起来了，不存在着威胁。不论这一看法多么不对，它确实使这位紧跟在莎士比亚后面浮现出来的诗人一时生产一种幻觉：他可能是有惊无险。
A sound in one ear or both ears, such as buzzing, ringing, or whistling, occurring without an external stimulus and usually caused by a specific condition, such as an ear infection, the use of certain drugs, a blocked auditory tube or canal, or a head injury.	耳鸣一个耳朵或两耳中的声音，如嗡嗡声或哨声，在没有外界刺激的情况下发生，通常由某种特定情况如耳朵感染、使用某种药物、听觉管道堵塞或头部受伤引起
An instrument for measuring time, consisting of two glass chambers connected by a narrow neck and containing a quantity of sand, mercury, or another flowing substance that trickles from the upper chamber to the lower in a fixed amount of time, often one hour.	沙漏；滴漏用于计时的仪器，由两个玻璃盒组成，中由一细颈相连，盒内装有一定量的沙子，水银或其他流动物质，这些物质在一固定量的时间里，通常为一个小时，从上方的盒内慢慢流入下方的盒子中
The initial design development stage wherein, at first, it is certain that errors will be discovered which will require design changes. It is in this period that design aids, emulation techniques, and supportive design techniques are essential to quick design.	初始设计开发阶段，首先必须发现可能存在的错误，并作相应的设计修改。正是在这个时期中，设计辅助程序、仿真技术和设计支援技术对于快速设计都是必不可少的。
The property or quality that distinguishes living organisms from dead organisms and inanimate matter, manifested in functions such as metabolism, growth, reproduction, and response to stimuli or adaptation to the environment originating from within the organism.	生命活的有机物区别于死的有机物和无机物的特性和性质，主要表现在新陈代谢、生长发育、生殖、对刺激的反应、对环境的适应等有机体本身所固有的机能中
